ProdTaken, Age , CityTier, DurationOfPitch, NumberOfPersonVisiting, NumberOfFollowups, PreferredPropertyStar, NumberOfTrips, Passport, PitchSatisfactionScore, OwnCar, NumberOfChildrenVisiting, MonthlyIncome, TypeofContact_ Company Invited, TypeofContact_ Self Enquiry, Occupation_ Large Business, Occupation_ Salaried, Occupation_ Small Business, Gender_ Female, Gender_ Male, ProductPitched_ Deluxe, ProductPitched_ King, ProductPitched_ Standard, ProductPitched_ Super Deluxe, MaritalStatus_ Married, MaritalStatus_ Single, MaritalStatus_ Unmarried, Designation_ Executive, Designation_ Manager, Designation_ Senior Manager, Designation_ VP, IncomePerPerson   , ChildrenRatio
        0, 35.0,        3,            22.0,                      3,               3.0,                   4.0,           1.0,        0,                      1,      1,                      1.0,       23020.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 11510.0           , 1.0
        0, 36.0,        1,            24.0,                      2,               1.0,                   3.0,           5.0,        0,                      5,      1,                      1.0,       18688.0,                              1,                           0,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  9344.0           , 0.2
        0, 51.0,        1,             8.0,                      2,               5.0,                   4.0,           6.0,        0,                      1,      0,                      1.0,       20482.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 10241.0           , 0.16666666666666666
        0, 41.0,        3,             8.0,                      2,               3.0,                   4.0,           2.0,        0,                      3,      1,                      1.0,       31015.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            1,                      0,                     1,                        0,                      0,                    0,                           0,               0, 15507.5           , 0.5
        0, 18.0,        3,            16.0,                      3,               4.0,                   3.0,           2.0,        0,                      1,      0,                      2.0,       16200.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      0,                    0,                        0,                            0,                      0,                     1,                        0,                      1,                    0,                           0,               0,  5400.0           , 1.0
        0, 28.0,        1,            22.0,                      3,               1.0,                   5.0,           1.0,        0,                      5,      0,                      1.0,       20661.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      0,                     1,                        0,                      0,                    1,                           0,               0, 10330.5           , 1.0
        0, 31.0,        3,            13.0,                      3,               1.0,                   3.0,           5.0,        0,                      1,      1,                      1.0,       21929.0,                              0,                           1,                          1,                    0,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 10964.5           , 0.2
        0, 39.0,        1,             6.0,                      2,               1.0,                   3.0,           1.0,        0,                      3,      1,                      0.0,       24613.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 24613.0           , 0.0
        0, 36.0,        1,            30.0,                      2,               3.0,                   4.0,           1.0,        0,                      3,      1,                      1.0,       20674.0,                              1,                           0,                          0,                    1,                          0,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 10337.0           , 1.0
        0, 32.0,        3,            13.0,                      3,               4.0,                   3.0,           2.0,        0,                      3,      1,                      0.0,       20484.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 20484.0           , 0.0
        0, 38.0,        1,            31.0,                      2,               4.0,                   4.0,           4.0,        0,                      3,      0,                      1.0,       27061.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 13530.5           , 0.25
        0, 58.0,        1,             6.0,                      2,               5.0,                   3.0,           3.0,        1,                      1,      1,                      1.0,       20660.0,                              1,                           0,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 10330.0           , 0.3333333333333333
        0, 31.0,        1,            13.0,                      2,               3.0,                   3.0,           1.0,        1,                      4,      1,                      0.0,       19821.0,                              0,                           1,                          1,                    0,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0, 19821.0           , 0.0
        0, 31.0,        2,             8.0,                      3,               4.0,                   5.0,           4.0,        0,                      3,      0,                      2.0,       21410.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  7136.666666666667, 0.5
        0, 45.0,        1,            13.0,                      3,               3.0,                   5.0,           2.0,        0,                      1,      1,                      0.0,       20210.0,                              1,                           0,                          0,                    1,                          0,              0,            1,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 20210.0           , 0.0
        0, 31.0,        1,             8.0,                      2,               3.0,                   3.0,           1.0,        1,                      4,      1,                      1.0,       17695.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  8847.5           , 1.0
        0, 33.0,        1,            11.0,                      3,               3.0,                   4.0,           7.0,        0,                      3,      1,                      1.0,       26878.0,                              1,                           0,                          0,                    1,                          0,              1,            0,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 13439.0           , 0.14285714285714285
        0, 39.0,        1,            16.0,                      3,               3.0,                   5.0,           2.0,        1,                      3,      1,                      2.0,       32068.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      0,                    0,                        0,                            1,                      1,                     0,                        0,                      0,                    0,                           0,               0, 10689.333333333334, 1.0
        0, 43.0,        1,            16.0,                      2,               3.0,                   3.0,           1.0,        0,                      5,      0,                      0.0,       17455.0,                              1,                           0,                          0,                    1,                          0,              1,            0,                      0,                    0,                        0,                            0,                      0,                     1,                        0,                      1,                    0,                           0,               0, 17455.0           , 0.0
        0, 49.0,        1,             6.0,                      2,               4.0,                   3.0,           1.0,        1,                      3,      0,                      0.0,       28964.0,                              0,                           1,                          1,                    0,                          0,              1,            0,                      0,                    0,                        0,                            1,                      0,                     1,                        0,                      0,                    0,                           0,               0, 28964.0           , 0.0
        1, 52.0,        1,            14.0,                      2,               4.0,                   4.0,           3.0,        0,                      1,      1,                      0.0,       19941.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 19941.0           , 0.0
        0, 27.0,        1,            11.0,                      2,               3.0,                   4.0,           2.0,        1,                      3,      0,                      1.0,       17478.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      0,                    0,                        0,                            0,                      0,                     1,                        0,                      1,                    0,                           0,               0,  8739.0           , 0.5
        0, 32.0,        3,            14.0,                      3,               4.0,                   4.0,           2.0,        1,                      1,      1,                      2.0,       20228.0,                              0,                           1,                          1,                    0,                          0,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  6742.666666666667, 1.0
        0, 27.0,        3,            13.0,                      3,               3.0,                   3.0,           2.0,        1,                      4,      0,                      1.0,       22347.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      0,                     1,                        0,                      0,                    1,                           0,               0, 11173.5           , 0.5
        0, 31.0,        3,            13.0,                      3,               3.0,                   3.0,           5.0,        0,                      1,      0,                      0.0,       22547.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 22547.0           , 0.0
        0, 32.0,        1,             8.0,                      3,               1.0,                   3.0,           1.0,        0,                      3,      0,                      0.0,       20055.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      1,                    0,                        0,                            0,                      0,                     1,                        0,                      0,                    1,                           0,               0, 20055.0           , 0.0
        1, 36.0,        1,             8.0,                      2,               5.0,                   3.0,           6.0,        1,                      3,      1,                      1.0,       18464.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  9232.0           , 0.16666666666666666
        0, 30.0,        1,            34.0,                      3,               3.0,                   3.0,           2.0,        0,                      3,      1,                      2.0,       20775.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  6925.0           , 1.0
        0, 31.0,        1,            13.0,                      2,               4.0,                   3.0,           2.0,        0,                      1,      1,                      0.0,       23943.0,                              1,                           0,                          0,                    1,                          0,              1,            0,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 23943.0           , 0.0
        0, 39.0,        1,            13.0,                      2,               4.0,                   3.0,           2.0,        0,                      5,      1,                      0.0,       34272.0,                              1,                           0,                          0,                    0,                          1,              0,            1,                      0,                    1,                        0,                            0,                      1,                     0,                        0,                      0,                    0,                           0,               1, 34272.0           , 0.0
        1, 39.0,        3,             9.0,                      2,               3.0,                   3.0,           5.0,        1,                      4,      1,                      1.0,       20238.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 10119.0           , 0.2
        0, 33.0,        3,            13.0,                      2,               4.0,                   3.0,           4.0,        0,                      3,      1,                      0.0,       19682.0,                              1,                           0,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      0,                     1,                        0,                      0,                    1,                           0,               0, 19682.0           , 0.0
        0, 47.0,        1,            11.0,                      2,               3.0,                   3.0,           5.0,        0,                      1,      1,                      0.0,       33300.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    1,                        0,                            0,                      1,                     0,                        0,                      0,                    0,                           0,               1, 33300.0           , 0.0
        0, 43.0,        1,            16.0,                      2,               4.0,                   3.0,           2.0,        0,                      3,      1,                      0.0,       20257.0,                              1,                           0,                          0,                    1,                          0,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 20257.0           , 0.0
        0, 27.0,        3,             6.0,                      3,               3.0,                   4.0,           1.0,        1,                      1,      0,                      1.0,       21349.0,                              1,                           0,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 10674.5           , 1.0
        0, 54.0,        1,            13.0,                      2,               3.0,                   3.0,           4.0,        0,                      4,      0,                      1.0,       19869.0,                              1,                           0,                          0,                    1,                          0,              1,            0,                      1,                    0,                        0,                            0,                      0,                     1,                        0,                      0,                    1,                           0,               0,  9934.5           , 0.25
        0, 43.0,        1,            13.0,                      2,               3.0,                   5.0,           1.0,        0,                      5,      1,                      0.0,       24985.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 24985.0           , 0.0
        0, 36.0,        1,            14.0,                      3,               3.0,                   3.0,           1.0,        0,                      3,      1,                      0.0,       18697.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 18697.0           , 0.0
        0, 40.0,        3,             6.0,                      2,               5.0,                   3.0,           3.0,        1,                      3,      1,                      0.0,       22457.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 22457.0           , 0.0
        1, 29.0,        1,            14.0,                      3,               5.0,                   5.0,           2.0,        1,                      3,      0,                      1.0,       17119.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  8559.5           , 0.5
        0, 36.0,        1,            15.0,                      1,               4.0,                   3.0,           1.0,        0,                      1,      1,                      0.0,       22347.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            0,                      0,                     1,                        0,                      1,                    0,                           0,               0, 22347.0           , 0.0
        0, 30.0,        3,            11.0,                      1,               4.0,                   3.0,           2.0,        0,                      1,      1,                      0.0,       21118.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 21118.0           , 0.0
        0, 27.0,        3,            14.0,                      2,               3.0,                   4.0,           2.0,        0,                      1,      0,                      1.0,       21214.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 10607.0           , 0.5
        0, 37.0,        1,            11.0,                      3,               3.0,                   3.0,           1.0,        0,                      3,      1,                      2.0,       21347.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  7115.666666666667, 2.0
        0, 38.0,        1,            21.0,                      3,               4.0,                   3.0,           1.0,        1,                      5,      1,                      2.0,       26510.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0,  8836.666666666666, 2.0
        0, 31.0,        1,            13.0,                      2,               3.0,                   3.0,           2.0,        1,                      4,      1,                      1.0,       22143.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      0,                    0,                        1,                            0,                      0,                     0,                        1,                      0,                    0,                           1,               0, 11071.5           , 0.5
        0, 29.0,        3,            16.0,                      2,               4.0,                   4.0,           2.0,        1,                      5,      1,                      0.0,       23268.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 23268.0           , 0.0
        0, 35.0,        1,            11.0,                      3,               3.0,                   4.0,           1.0,        0,                      3,      1,                      1.0,       23095.0,                              0,                           1,                          1,                    0,                          0,              0,            1,                      0,                    0,                        1,                            0,                      0,                     0,                        1,                      0,                    0,                           1,               0, 11547.5           , 1.0
        0, 23.0,        1,            32.0,                      2,               3.0,                   3.0,           2.0,        0,                      1,      0,                      1.0,       17904.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  8952.0           , 0.5
        0, 41.0,        1,            12.0,                      3,               4.0,                   4.0,           7.0,        1,                      3,      1,                      2.0,       21032.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      0,                     1,                        0,                      0,                    1,                           0,               0,  7010.666666666667, 0.2857142857142857
        0, 47.0,        3,            10.0,                      3,               3.0,                   3.0,           4.0,        0,                      4,      0,                      2.0,       17976.0,                              1,                           0,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      0,                     1,                        0,                      0,                    1,                           0,               0,  5992.0           , 0.5
        0, 42.0,        1,            29.0,                      2,               3.0,                   3.0,           3.0,        0,                      3,      0,                      0.0,       30992.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      0,                    0,                        0,                            1,                      0,                     1,                        0,                      0,                    0,                           0,               0, 30992.0           , 0.0
        0, 29.0,        3,            13.0,                      3,               3.0,                   3.0,           2.0,        0,                      1,      1,                      1.0,       19649.0,                              1,                           0,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  9824.5           , 0.5
        0, 42.0,        2,             8.0,                      2,               3.0,                   3.0,           1.0,        1,                      4,      1,                      1.0,       17696.0,                              0,                           1,                          1,                    0,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  8848.0           , 1.0
        0, 32.0,        1,             8.0,                      3,               3.0,                   4.0,           2.0,        0,                      4,      0,                      1.0,       17370.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  8685.0           , 0.5
        0, 48.0,        3,            35.0,                      3,               3.0,                   3.0,           4.0,        0,                      4,      0,                      1.0,       27504.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 13752.0           , 0.25
        0, 37.0,        1,            12.0,                      2,               1.0,                   5.0,           5.0,        1,                      3,      1,                      1.0,       20974.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 10487.0           , 0.2
        0, 30.0,        3,            13.0,                      2,               3.0,                   3.0,           1.0,        1,                      3,      1,                      1.0,       19736.0,                              1,                           0,                          1,                    0,                          0,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  9868.0           , 1.0
        0, 26.0,        3,             6.0,                      2,               3.0,                   3.0,           2.0,        0,                      5,      0,                      1.0,       20296.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 10148.0           , 0.5
        0, 42.0,        1,             8.0,                      3,               4.0,                   3.0,           4.0,        0,                      1,      1,                      0.0,       21781.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      0,                     0,                        1,                      0,                    1,                           0,               0, 21781.0           , 0.0
        1, 21.0,        3,             6.0,                      3,               4.0,                   4.0,           2.0,        1,                      5,      1,                      2.0,       17174.0,                              1,                           0,                          1,                    0,                          0,              1,            0,                      0,                    0,                        0,                            0,                      0,                     1,                        0,                      1,                    0,                           0,               0,  5724.666666666667, 1.0
        0, 36.0,        3,             6.0,                      2,               3.0,                   3.0,           5.0,        0,                      1,      1,                      1.0,       21653.0,                              1,                           0,                          0,                    0,                          1,              1,            0,                      1,                    0,                        0,                            0,                      0,                     0,                        1,                      0,                    1,                           0,               0, 10826.5           , 0.2
        0, 36.0,        3,             9.0,                      2,               4.0,                   3.0,           5.0,        0,                      1,      0,                      0.0,       24699.0,                              1,                           0,                          0,                    0,                          1,              0,            1,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 24699.0           , 0.0
        0, 57.0,        1,             6.0,                      2,               3.0,                   3.0,           3.0,        0,                      3,      0,                      1.0,       21755.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 10877.5           , 0.3333333333333333
        0, 40.0,        1,            16.0,                      2,               1.0,                   3.0,           4.0,        1,                      3,      0,                      1.0,       17213.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  8606.5           , 0.25
        0, 21.0,        3,            15.0,                      2,               3.0,                   3.0,           2.0,        0,                      4,      1,                      0.0,       17610.0,                              1,                           0,                          0,                    0,                          1,              0,            1,                      0,                    0,                        0,                            0,                      0,                     1,                        0,                      1,                    0,                           0,               0, 17610.0           , 0.0
        1, 33.0,        3,            11.0,                      2,               3.0,                   3.0,           2.0,        1,                      1,      0,                      1.0,       17851.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      0,                    0,                        0,                            0,                      0,                     1,                        0,                      1,                    0,                           0,               0,  8925.5           , 0.5
        0, 36.0,        1,            16.0,                      3,               3.0,                   5.0,           7.0,        0,                      1,      1,                      2.0,       18452.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  6150.666666666667, 0.2857142857142857
